x,y,prediction
40.43728,64.30943,7
57.037792,53.75455,7
-76.091,70.94907,-1
-39.17116,-45.509655,-1
53.400337,63.131626,7
88.196396,-4.6399994,91
50.81135,-34.91057,-1
36.323566,39.478416,7
61.646564,94.58775,125
-120.10839,-25.214561,62
85.40574,-37.94171,58
-7.3392353,-31.517088,-1
-35.884506,-13.945712,155
-128.68387,-28.52677,62
-43.169453,-9.890576,98
-44.54091,-9.657966,98
-11.784436,-50.194695,142
56.992496,-60.96992,55
6.6578145,-30.252344,-1
87.5855,-44.97645,58
-22.079985,-35.0453,97
-122.4488,-27.828943,62
-29.297873,-11.891671,160
59.124737,67.11253,7
104.9531,-2.1972299,85
61.39379,65.5666,7
80.153496,-6.8255854,-1
17.090265,-19.609474,-1
-55.649048,-13.902886,-1
-14.762225,18.356325,26
-10.688592,-2.235793,-1
123.052284,-9.048056,50
-8.416541,7.1271644,25
8.299567,0.80207324,39
-35.8181,-7.244299,-1
-55.85333,-20.499529,-1
70.98403,-29.254448,75
92.17974,6.025516,24
-118.021324,-46.138027,0
-54.181805,92.48021,161
54.35365,-29.142807,129
94.10023,43.570587,100
53.199726,-25.895237,129
-16.655014,-22.582386,-1
-39.347893,57.638496,73
-44.62168,51.72678,73
-29.446592,59.516426,18
-53.020054,94.64253,161
-30.359632,74.2633,-1
67.98323,-3.0217443,-1
-37.37822,72.851875,68
66.09374,97.58603,60
52.519215,-62.35957,-1
13.740444,-13.890442,-1
87.35701,35.507046,-1
-55.12669,91.90015,161
-63.40552,74.37248,52
67.05587,49.740173,7
69.503654,47.32373,7
-41.798195,95.819626,151
-40.307644,-40.590656,-1
-59.754265,90.87972,-1
-34.414505,89.1173,-1
-52.592216,90.397514,161
30.065138,-29.751314,132
-35.891106,76.873505,68
-28.040115,97.382484,66
29.459795,-28.540228,132
77.41567,3.7690492,-1
73.02274,17.348217,49
72.966446,16.81182,49
-25.32395,5.2721586,84
-48.519634,99.19825,43
24.447083,-29.161512,-1
-46.444145,97.96195,43
25.786682,-39.15156,115
-42.65404,82.30036,111
-26.380878,95.53774,66
19.073198,-8.711834,-1
-14.97032,106.24543,147
-13.239828,107.33647,147
67.52473,3.141433,143
63.056282,-26.96884,-1
56.219746,-24.764944,129
35.151,-1.8842026,-1
-39.16077,74.93284,68
-41.40075,55.347244,73
-9.788126,124.40452,131
-26.198723,78.599434,77
-35.277454,121.85458,-1
-34.092064,81.20313,-1
-70.81784,100.53174,117
-45.121,55.429504,73
-120.821556,-31.431467,62
63.851807,49.09905,7
-0.49996784,10.233714,127
94.95863,-60.510773,-1
37.88429,63.678078,7
-44.589977,47.799133,-1
96.63479,-65.70682,-1
102.10759,-67.46428,69
37.815174,48.555344,7
103.43159,-64.6723,69
106.49253,-65.77358,69
-85.04987,-11.511848,-1
102.17276,-56.537884,-1
-51.324677,52.376278,-1
-90.830864,-18.91869,86
-47.59247,-21.827944,-1
-8.024726,-42.055683,-1
-14.353349,-109.28011,-1
-0.58832455,-30.233036,-1
19.072515,-29.549623,105
70.66747,-49.57444,83
-26.318676,105.38533,-1
-24.574041,-54.20722,-1
-43.9331,-26.566647,149
-37.974686,-31.151709,149
-46.55497,-31.541069,42
70.012184,-52.486202,83
90.80556,-16.036285,-1
-38.641148,-21.72797,-1
63.29255,-21.103281,-1
-49.56216,-41.90361,-1
37.503483,-12.912562,-1
-68.44078,47.3113,134
-65.26819,47.75228,134
-31.567917,106.23768,-1
46.28811,-31.594603,-1
-18.080376,58.473404,-1
59.12687,64.39505,7
-22.343824,3.7411993,84
51.313305,36.069256,7
45.34242,60.927967,7
39.01498,46.372643,7
55.449055,-118.57129,57
43.91408,-115.560936,59
53.822334,-114.53431,-1
42.800034,-103.11382,59
61.73887,68.65072,7
45.37672,-99.37686,-1
45.093006,-89.169586,90
39.46885,-121.62718,59
113.13324,40.546387,36
45.227577,-86.49658,90
41.07919,-113.14506,59
37.974842,-110.47246,59
66.59464,62.59112,7
107.87348,36.958176,-1
55.652042,-118.936874,57
40.091312,-119.67211,59
45.686657,-105.82958,59
35.544197,-109.549286,59
39.755726,-108.01206,59
54.147976,-119.28388,57
115.31818,36.18339,79
46.410717,-85.09918,90
50.37476,-105.83452,-1
38.802876,-114.781,59
42.742714,-110.7798,59
38.8867,-101.26816,-1
37.587402,-99.83587,-1
40.704372,-115.62303,59
37.06529,-113.18484,59
49.381294,-104.56042,-1
40.650253,-119.97535,59
-83.30024,-26.515358,-1
40.36121,-64.61316,-1
-1.4128698,-16.016443,-1
42.546658,-58.030033,82
-57.78676,-34.52562,-1
-51.545227,-42.474712,-1
59.269596,70.29756,7
-55.86123,-28.74136,-1
-13.428536,-61.149982,-1
77.00484,-95.132126,33
-53.011578,11.5656185,22
-2.7890432,-110.94151,-1
69.95054,62.516396,7
-46.57774,12.908235,22
-29.772146,-1.4720808,-1
-49.31885,10.862781,22
34.367115,101.6563,37
36.81308,99.46716,37
43.84222,61.934334,7
-26.642086,37.368073,27
90.39678,-82.54845,78
108.05731,18.208212,146
89.54345,-74.17141,38
95.61029,-73.10133,38
49.295143,105.94068,126
38.595585,101.4344,37
82.31236,96.70978,-1
45.961533,104.74759,126
69.66535,-10.518556,-1
-27.937819,-27.865564,87
88.72449,-84.54975,78
123.37582,-35.883713,19
57.072598,116.03402,81
54.33664,-58.77213,55
102.63936,19.126472,-1
64.42651,-40.48576,-1
-112.53715,-36.437542,158
105.92308,15.103143,146
0.19006635,-5.3109,-1
-3.3939788,-2.3402674,-1
82.88632,-60.450882,16
-47.100334,-0.1328552,-1
32.419853,98.7196,37
108.52259,11.189457,-1
86.49492,-68.88849,-1
-46.600597,-0.34797326,-1
41.53958,108.47894,-1
78.58387,-78.051735,-1
-27.533472,41.793682,27
117.16776,9.849212,123
47.539547,107.31856,126
55.07635,47.412846,7
67.87867,44.13575,7
65.72788,46.949284,7
64.17732,44.38189,7
-12.805514,91.17284,-1
-2.7895145,90.5688,-1
34.040363,47.44225,7
63.574863,38.62837,7
56.89899,-50.92605,-1
34.9861,51.89874,7
33.150276,50.22286,7
55.231293,-55.16888,55
27.688448,49.14079,7
57.12968,61.163162,7
-124.60168,-21.125528,-1
34.10432,42.262558,7
58.341362,45.055977,7
61.90226,56.787457,7
61.012577,14.111176,61
76.538765,-17.269684,150
-7.0909624,-65.75971,-1
22.400414,3.4911518,148
23.344666,1.6985945,148
-7.8625593,-81.61483,121
-57.653313,-101.9069,128
-10.576203,-9.897284,-1
-59.854275,-25.305016,-1
28.221777,4.747068,-1
0.90186095,21.963465,5
-68.23575,-12.534649,-1
-0.12927355,-63.239204,-1
-41.097767,33.930138,-1
-4.553578,-72.49751,56
27.352701,17.442514,40
22.260605,-0.80277723,148
-12.615958,-71.33854,-1
-17.663586,16.931108,26
-31.762358,-33.692554,-1
71.93122,-19.536835,150
