x,y
75.68223,84.68568
66.155785,111.18173
-79.329025,-54.189926
-12.656282,92.06539
74.734116,-126.48675
-13.78385,-95.9794
-21.71254,-23.149197
-41.232178,9.084319
-22.759558,-84.41971
9.397411,-20.013111
-32.16126,-120.54038
-20.946375,5.841092
9.407174,128.18597
-95.139336,-55.417355
-19.131546,16.516235
-8.306924,126.30268
-63.621517,-114.72109
-72.76518,-27.80272
73.08951,-57.710335
61.85714,126.03581
31.893414,-51.61524
-58.495197,-30.58949
-105.950615,81.94684
-129.89299,26.78174
-33.46645,55.468403
-137.79,-2.36496
-123.6007,-1.0081224
30.664738,-67.54648
101.48951,18.509474
-54.633133,-40.200634
69.03725,19.385885
7.307112,127.79977
-16.558056,14.718329
69.54596,-125.178
33.212173,22.908789
81.22917,-74.22813
-22.932846,-6.4771156
-62.395397,95.26506
82.01193,-101.79649
32.736275,-6.5916834
-105.548874,82.37692
-22.742905,-6.7296195
-88.699684,28.233273
-49.906868,-93.46374
0.54061663,138.06444
6.75087,-135.8756
-109.687386,53.473038
90.90588,1.9222037
-69.43446,-44.9489
55.713676,-13.828633
-95.27283,-94.81512
-32.888855,89.7353
-7.3526163,35.60126
-28.40465,-38.50737
-63.360725,-83.46117
-67.3751,10.985433
83.47416,-43.88199
-97.04002,-76.441216
51.01994,-17.862148
-46.442142,-7.8858294
-130.90503,-23.666111
147.64832,-7.5672164
-71.4397,27.256077
46.225502,121.22059
-93.23919,43.38221
-28.926249,40.887787
-3.707125,-62.558613
-78.597046,-21.401402
-76.22349,-34.711273
-63.37349,-92.968475
8.943589,-79.63755
-6.7469554,-21.648817
24.344862,1.8424098
-87.47494,-16.687222
-110.5397,13.152351
-3.2988405,41.770035
77.90581,-1.7375516
-84.783745,30.572252
-106.16255,17.190704
-5.2593036,-55.485474
28.784237,-99.35503
8.193871,-137.49097
-51.863846,16.008457
-49.94054,84.32491
-86.43006,-49.682823
-42.04045,-39.78843
1.0041904,56.348465
-115.1177,38.042805
107.44014,14.640491
-16.551609,38.584366
0.45335057,14.764218
65.1129,-61.786797
72.35969,76.4484
26.246328,-62.579742
104.76511,-88.57157
83.748314,-46.727898
-90.26228,67.221565
-78.71871,38.014744
-46.540936,-15.848951
-5.725354,79.649475
98.89754,48.033287
-39.948025,-45.27542
130.32193,-19.850544
67.29638,-121.334305
-8.512941,79.12119
-76.1283,33.28641
80.29299,-101.59537
79.14273,57.89239
